一	1	550
二	11	550
三	111	550
亖	1111	550
弐	111154	549
弎	111154	550
丰	1112	550
彗	11121112511	550
熭	111211125114334	550
慧	111211125114544	550
砉	111213251	550
剨	11121325122	550
匤	1112145	550
匡	111215	550
邼	11121552	550
劻	11121553	550
耒	111234	550
耫	11123411212511134	550
耩	1112341122125211	550
耕	1112341132	550
耘	1112341154	550
耓	11123412	550
耤	11123412212511	550
耯	1112341223241112154	550
耢	1112341224553	550
耨	1112341311534124	550
頛	111234132511134	550
耰	111234132511454544354	550
耟	1112341515	550
耖	1112342343	550
耥	11123424325251	550
耝	11123425111	550
耡	1112342511153	550
耬	11123425112512531	550
耦	111234251125214	550
耜	11123425151	550
䎬	1112342522112154	550
䎱	111234252215425113535	550
耗	1112343115	550
耠	111234341251	550
耣	11123434125122	550
耲	1112344125221241343534	550
耱	1112344131234123413251	550
耪	1112344143454153	550
耧	111234431234531	550
耮	111234433443344553	550
耔	111234521	550
耙	1112345215	550
耞	11123453251	550
耚	11123453254	550
耛	11123454251	550
耭	111234554554134534	550
艳	1112355215	550
貳	111251113454	550
栔	1112531234	550
契	111253134	550
齧	111253212134341343452	550
蛪	111253251214	550
洯	1112532534	550
挈	1112533112	550
觢	1112533535112	550
贰	111253454	550
恝	1112534544	550
絜	111253554234	550
寿	1113124	550
焘	11131244444	550
邫	11132515215	550
奉	11134112	550
奏	111341134	550
泰	1113424134	550
春	111342511	550
蠢	111342511251214251214	550
惷	1113425114544	550
秦	1113431234	550
舂	11134321511	550
憃	111343215114544	550
邦	111352	550
帮	111352252	550
幚	11135232511252	550
弍	11154	550
亍	112	548
干	112	549
于	112	550
王	1121	550
龶	1121	549
玤	11211112	550
琫	112111134112	550
瑃	1121111342511	550
瑧	11211113431234	550
玗	1121112	549
玕	1121112	550
玨	11211121	550
璱	11211121112145434	550
琹	112111211234	550
琵	112111211535	550
珷	112111212154	550
珡	1121112134	550
琴	112111213445	550
珏	112111214	550
瑟	1121112145434	550
琶	112111215215	550
璈	11211121533134	550
瑇	1121112155414	550
琎	11211132454	550
玞	11211134	550
瓉	1121113411342511134	550
玩	11211135	550
玮	11211152	550
